	实部	虚部	幅值	相位
	-383.297333	1.431234	0.031942	179.786057
	-381.041046	4.301830	0.031755	179.353180
	-385.771484	-2.615559	0.032148	-179.611526
	-379.292969	-6.770741	0.031613	-178.977325
	-380.034973	-7.281021	0.031675	-178.902420
	-376.112213	-11.012173	0.031356	-178.322922
	-381.047485	-11.273403	0.031768	-178.305389
	-381.502258	-14.790218	0.031816	-177.779861
	-382.272522	-13.378195	0.031876	-177.995682
	-381.417023	-9.883898	0.031795	-178.515594
	-370.687195	-28.674736	0.030983	-175.576660
	-379.454773	-22.770535	0.031678	-176.565887
	-374.860260	-26.242981	0.031315	-175.995407
	-375.390198	-26.668442	0.031361	-175.936432
	-374.451477	-28.977661	0.031298	-175.574875
	-373.141083	-28.628469	0.031186	-175.612701
	-372.137421	-32.337093	0.031128	-175.033722
	-370.311859	-27.215548	0.030943	-175.796677
	-372.122375	-34.751793	0.031145	-174.664734
	-376.452942	-36.303162	0.031517	-174.491730
	-368.045135	-37.069088	0.030826	-174.248627
	-372.275726	-41.220940	0.031213	-173.681549
	-371.631622	-37.647568	0.031128	-174.215485
	-371.039337	-40.439629	0.031103	-173.779877
	-374.742554	-32.245052	0.031344	-175.082047
	-384.028717	-6.809574	0.032007	-178.984146
	-353.701752	-97.946129	0.030584	-164.521683
	-361.346039	-70.819496	0.030685	-168.911270
	-362.318512	-69.250229	0.030740	-169.179504
	-358.249817	-63.554962	0.030320	-169.940170
	-363.759521	-69.867783	0.030867	-169.127533
	-363.168030	-68.060532	0.030791	-169.385437
	-360.231659	-68.778374	0.030562	-169.190720
	-360.346130	-72.212158	0.030626	-168.668213
	-358.963165	-74.990768	0.030559	-168.200089
	-357.789368	-71.934959	0.030412	-168.632019
	-354.666870	-75.174606	0.030212	-168.032806
	-352.413086	-75.549400	0.030035	-167.900223
	-355.404297	-79.367943	0.030347	-167.411407
	-357.835236	-76.035858	0.030485	-168.003738
	-357.484680	-88.323105	0.030686	-166.121964
	-349.036316	-86.819321	0.029973	-166.031723
	-358.945923	-83.055672	0.030702	-166.971756
	-353.801697	-87.945610	0.030381	-166.040726
	-348.544037	-88.897308	0.029975	-165.691574
	-345.889679	-90.271721	0.029790	-165.372986
	-351.547546	-94.082359	0.030327	-165.017410
	-349.340027	-92.125214	0.030107	-165.226746
	-343.895477	-97.407188	0.029785	-164.185410
	-342.477295	-97.252159	0.029668	-164.147217
	-344.490479	-97.927002	0.029845	-164.131348
	-346.707458	-101.537064	0.030106	-163.676758
	-345.093933	-103.144249	0.030015	-163.359268
	-346.360901	-104.085754	0.030139	-163.273834
	-343.123444	-104.585686	0.029892	-163.048523
	-309.065308	-66.123535	0.026338	-167.923813
	-338.761566	-106.811081	0.029600	-162.500015
	-336.864075	-114.971336	0.029662	-161.155289
	-338.213013	-113.558723	0.029731	-161.439972
	-336.654114	-114.564697	0.029634	-161.206360
	-336.657837	-116.593918	0.029690	-160.897614
	-334.214539	-119.737778	0.029585	-160.289124
	-336.142975	-120.250580	0.029750	-160.316010
	-333.258881	-120.099640	0.029520	-160.181885
	-331.776642	-126.286369	0.029583	-159.161331
	-336.892303	-130.120316	0.030096	-158.881592
	-331.860260	-128.031647	0.029642	-158.903397
	-328.881775	-135.327072	0.029636	-157.633987
	-331.121521	-138.421112	0.029907	-157.313263
	-339.043854	-141.354294	0.030611	-157.367752
	-343.780182	-159.045074	0.031566	-155.173050
	-371.431030	-197.030014	0.035038	-152.055756
	-226.519867	-28.889359	0.019030	-172.731995
	-291.715942	-111.296562	0.026019	-159.116959
	-300.503632	-121.644218	0.027016	-157.961838
	-306.721405	-124.337021	0.027580	-157.933624
	-306.209656	-129.075974	0.027692	-157.143219
	-303.265869	-135.869736	0.027693	-155.866592
	-305.568756	-138.624741	0.027962	-155.598038
	-295.857544	-137.674454	0.027193	-155.045547
	-302.833923	-142.753189	0.027899	-154.761230
	-303.526581	-145.223404	0.028040	-154.431046
	-304.418549	-143.580734	0.028048	-154.748825
	-300.832397	-149.736816	0.028003	-153.538559
	-303.388428	-147.962479	0.028129	-154.001526
	-301.825348	-148.871597	0.028045	-153.745758
	-302.996582	-154.582031	0.028346	-152.970352
	-295.091125	-154.299820	0.027750	-152.395447
	-295.424194	-163.496948	0.028137	-151.038483
	-292.828674	-157.636917	0.027714	-151.705322
	-294.140411	-156.866013	0.027780	-151.928864
	-292.864197	-160.872726	0.027845	-151.219650
	-291.516998	-159.385742	0.027687	-151.332535
	-293.070007	-165.024399	0.028028	-150.616623
	-289.106018	-163.970978	0.027697	-150.439590
	-287.437103	-166.714706	0.027690	-149.886093
	-283.523193	-166.154984	0.027385	-149.628143
	-286.807251	-167.391479	0.027673	-149.730560
	-280.907074	-169.916656	0.027358	-148.830856
	-277.478455	-176.192505	0.027391	-147.585388
	-277.444214	-178.295364	0.027483	-147.273788
	-274.220947	-181.522964	0.027405	-146.497086
	-282.306641	-173.237335	0.027602	-148.464661
	-276.723328	-180.378616	0.027527	-146.902191
	-276.431305	-173.459076	0.027196	-147.891968
	-274.322876	-176.814117	0.027197	-147.196304
	-276.237793	-181.028519	0.027523	-146.761749
	-273.489777	-183.623154	0.027451	-146.122284
	-267.403076	-184.716400	0.027083	-145.364105
	-270.939728	-188.435349	0.027502	-145.181854
	-262.649536	-187.150681	0.026876	-144.528259
	-260.855408	-194.513672	0.027116	-143.288986
	-260.106598	-192.599701	0.026971	-143.481369
	-263.584473	-194.106049	0.027279	-143.631729
	-257.003845	-195.959442	0.026932	-142.675339
	-250.930222	-198.982239	0.026687	-141.586349
	-246.810928	-201.653076	0.026560	-140.749985
	-229.156464	-209.704880	0.025886	-137.537857
	-139.527786	-191.344574	0.019734	-126.099403
	26151.503906	3019.808594	2.193774	6.586977
	-131.530289	-162.694977	0.017434	-128.953720
	-270.368011	-181.016617	0.027114	-146.196930
	-262.447144	-194.956253	0.027245	-143.393570
	-259.792633	-200.121262	0.027328	-142.392532
	-256.888306	-198.940674	0.027076	-142.244919
	-252.103607	-201.291748	0.026884	-141.394440
	-251.040497	-203.853516	0.026949	-140.922211
	-253.360596	-206.065765	0.027215	-140.877518
	-248.567413	-203.871063	0.026790	-140.641937
	-245.534271	-210.027420	0.026926	-139.456680
	-242.013672	-211.623917	0.026791	-138.832596
	-237.802124	-210.970901	0.026491	-138.421524
	-237.604202	-209.163361	0.026379	-138.642487
	-233.937759	-215.467270	0.026504	-137.353516
	-232.829132	-209.321930	0.026091	-138.043304
	-250.696533	-216.411621	0.027599	-139.197891
	-236.337189	-212.284393	0.026473	-138.068970
	-230.036713	-215.837387	0.026287	-136.824036
	-226.010162	-217.886108	0.026161	-136.048492
	-228.029343	-219.287781	0.026363	-136.119553
	-223.698608	-220.527664	0.026177	-135.408981
	-222.126373	-218.877060	0.025987	-135.422150
	-222.612732	-223.211716	0.026270	-134.923019
	-219.261917	-222.083557	0.026007	-134.633698
	-221.303772	-222.820267	0.026170	-134.804352
	-213.569733	-222.063751	0.025675	-133.882996
	-211.994720	-225.744751	0.025807	-133.200851
	-214.260544	-224.686310	0.025872	-133.639374
	-209.867279	-231.839874	0.026060	-132.152191
	-209.765259	-226.443481	0.025723	-132.810394
	-208.879074	-228.197205	0.025780	-132.469269
	-206.294983	-229.640488	0.025725	-131.934586
	-206.252899	-230.541550	0.025778	-131.817261
	-202.872574	-233.491333	0.025776	-130.986252
	-204.768219	-226.204742	0.025427	-132.152466
	-192.841034	-229.267517	0.024965	-130.067795
	-200.346954	-233.432587	0.025635	-130.638321
	-197.916351	-230.818054	0.025338	-130.611649
	-192.794556	-237.162384	0.025470	-129.108429
	-192.486053	-236.348236	0.025401	-129.159973
	-187.959442	-235.416321	0.025104	-128.604324
	-191.906219	-230.818405	0.025015	-129.740707
	-188.607605	-233.134598	0.024990	-128.973129
	-184.088409	-220.450470	0.023934	-129.863754
	-216.467010	-329.982819	0.032887	-123.264671
	-190.209045	-255.016220	0.026512	-126.718163
	-182.760468	-251.844757	0.025931	-125.967911
	-182.310333	-251.808365	0.025906	-125.904701
	-176.826538	-249.400482	0.025477	-125.336899
	-172.814850	-249.503021	0.025292	-124.707878
	-174.079559	-246.874557	0.025173	-125.188957
	-178.576233	-250.618469	0.025644	-125.471481
	-172.142853	-248.095764	0.025164	-124.755104
	-168.795059	-250.992096	0.025206	-123.921288
	-171.662994	-252.379196	0.025436	-124.222717
	-164.496826	-247.812286	0.024787	-123.576042
	-162.890717	-249.962616	0.024863	-123.090691
	-163.669098	-252.182831	0.025053	-122.983963
	-164.547821	-250.166107	0.024953	-123.335091
	-159.446030	-252.660767	0.024897	-122.254707
	-163.266800	-252.097977	0.025029	-122.928406
	-153.194672	-254.894852	0.024782	-121.006340
	-157.464111	-254.906052	0.024968	-121.705040
	-156.057129	-194.528809	0.020782	-128.737686
	-154.566299	-262.088654	0.025356	-120.529892
	-154.046783	-256.614319	0.024942	-120.976585
	-144.493683	-260.724304	0.024841	-118.995255
	-146.341949	-256.605560	0.024617	-119.696075
	-143.542862	-262.128174	0.024905	-118.705353
	-139.199127	-259.585815	0.024546	-118.201782
	-142.462143	-260.145386	0.024717	-118.706215
	-142.680481	-261.100128	0.024795	-118.654785
	-138.600800	-259.681946	0.024530	-118.090309
	-135.770645	-258.006134	0.024296	-117.754700
	-129.109818	-259.212158	0.024132	-116.477242
	-131.730103	-264.217804	0.024603	-116.499298
	-128.536758	-260.804016	0.024230	-116.236298
	-128.174866	-261.815308	0.024292	-116.084610
	-123.197105	-266.885651	0.024496	-114.778519
	-124.889679	-261.322845	0.024136	-115.543755
	-119.206543	-263.819855	0.024125	-114.315750
	-122.680450	-262.667725	0.024159	-115.035194
	-117.771912	-264.130646	0.024100	-114.031380
	-120.079552	-266.094330	0.024328	-114.288078
	-111.664436	-266.396484	0.024071	-112.741791
	-115.791168	-265.009918	0.024100	-113.602028
	-111.199974	-259.676483	0.023540	-113.181824
	-114.634491	-263.261200	0.023928	-113.530235
	-108.759750	-269.386292	0.024209	-111.985481
	-104.049728	-273.683838	0.024400	-110.815910
	-73.888649	-205.307205	0.018183	-109.793457
	-100.132401	-266.556122	0.023729	-110.588806
	-97.574020	-266.265045	0.023632	-110.125587
	-96.795059	-265.213501	0.023527	-110.050583
	-97.702774	-267.499023	0.023732	-110.064484
	-95.902771	-271.715057	0.024012	-109.440659
	-95.237305	-266.562286	0.023589	-109.660782
	-95.548187	-266.075897	0.023559	-109.753281
	-91.519333	-271.255920	0.023857	-108.643936
	-88.387947	-266.755890	0.023418	-108.332298
	-84.885468	-270.351105	0.023614	-107.431374
	-86.177017	-268.235596	0.023478	-107.810844
	-86.716484	-269.076660	0.023559	-107.862793
	-80.403526	-267.354370	0.023265	-106.738014
	-75.149132	-273.178253	0.023611	-105.381149
	-78.184067	-268.578522	0.023311	-106.230446
	-74.153442	-272.773468	0.023556	-105.208321
	-70.926132	-268.140167	0.023113	-104.816063
	-76.612770	-271.190704	0.023484	-105.775261
	-68.475349	-265.136932	0.022820	-104.481018
	-66.598083	-268.491089	0.023052	-103.930809
	-66.559677	-268.057098	0.023016	-103.944748
	-63.219990	-265.693115	0.022759	-103.384277
	-68.273254	-272.604401	0.023419	-104.060410
	-59.261276	-273.097992	0.023288	-102.243164
	-56.033958	-271.164093	0.023074	-101.675392
	-55.900440	-270.937531	0.023054	-101.657814
	-61.419067	-274.420990	0.023434	-102.615646
	-51.572781	-272.066559	0.023076	-100.733604
	-47.320347	-267.376129	0.022628	-100.036308
	-53.823463	-266.738098	0.022676	-101.408180
	-43.067322	-269.688354	0.022759	-99.073120
	-45.622658	-273.268555	0.023088	-99.478218
	-40.341900	-270.248932	0.022770	-98.490234
	-35.208603	-276.452362	0.023224	-97.258034
	-30.854225	-274.573486	0.023025	-96.411514
	81.449799	-169.547134	0.015675	-64.340546
	17426.687500	17499.609375	2.058056	45.119625
	35.311680	-166.673325	0.014198	-78.038101
	-55.521591	-268.699066	0.022865	-101.674782
	-48.440613	-266.118958	0.022541	-100.316383
	-42.048195	-271.372589	0.022884	-98.807732
	-40.197277	-269.327606	0.022693	-98.488762
	-34.007168	-274.446930	0.023045	-97.063606
	-34.723259	-269.096832	0.022611	-97.352608
	-34.394798	-266.931854	0.022428	-97.342239
	-51.600693	-283.753021	0.024034	-100.306648
	-29.713617	-260.073212	0.021814	-96.517838
	-23.510031	-264.330048	0.022114	-95.082619
	-27.886618	-265.971558	0.022286	-95.985481
	-20.900221	-271.975281	0.022731	-94.394318
	-20.017809	-268.894531	0.022470	-94.257523
	-15.534403	-263.241516	0.021975	-93.377220
	-14.366921	-266.247223	0.022220	-93.088730
	-10.593043	-265.728363	0.022162	-92.282837
	-8.325830	-267.672852	0.022317	-91.781586
	-13.278407	-265.633179	0.022164	-92.861702
	-7.257157	-266.736572	0.022236	-91.558472
	-5.888635	-266.878998	0.022245	-91.264015
	-2.612242	-264.959930	0.022081	-90.564857
	0.755933	-264.388763	0.022032	-89.836182
	1.246511	-267.441559	0.022287	-89.732956
	3.682812	-264.483002	0.022042	-89.202232
	-0.843597	-263.567688	0.021964	-90.183388
	-1.842096	-266.041199	0.022171	-90.396713
	5.849939	-266.249908	0.022193	-88.741325
	1.712902	-265.989685	0.022166	-89.631035
	6.650101	-262.764282	0.021904	-88.550255
	10.526497	-261.760162	0.021831	-87.697128
	12.209146	-260.874634	0.021763	-87.320465
	13.619093	-256.440247	0.021400	-86.959976
	10.472794	-258.209717	0.021535	-87.677399
	16.075577	-259.111847	0.021634	-86.449860
	16.307621	-256.163330	0.021390	-86.357407
	29.316132	-259.776947	0.021785	-83.561348
	22.363670	-254.770111	0.021312	-84.983452
	21.628246	-262.433136	0.021944	-85.288658
	27.703653	-258.238281	0.021643	-83.876762
	28.096272	-258.601257	0.021677	-83.799309
	29.540489	-259.485413	0.021763	-83.505264
	30.573101	-255.015121	0.021403	-83.163582
	33.533009	-252.889603	0.021259	-82.446678
	33.957870	-259.347015	0.021797	-82.540359
	34.403015	-256.079651	0.021532	-82.348419
	33.146626	-254.555969	0.021392	-82.581062
	36.791367	-249.832520	0.021044	-81.622597
	39.620556	-256.746307	0.021649	-81.227440
	44.438763	-256.144287	0.021664	-80.157661
	41.274391	-259.228973	0.021875	-80.953316
	47.627239	-257.606232	0.021831	-79.525215
	40.368553	-259.647827	0.021897	-81.162735
	46.022354	-266.647156	0.022549	-80.207428
	71.018295	-330.061432	0.028135	-77.856979
	44.259533	-234.600708	0.019895	-79.316208
	50.573833	-242.463379	0.020640	-78.217979
	54.917442	-246.378418	0.021035	-77.434258
	54.822678	-242.464584	0.020715	-77.259323
	56.856956	-239.919312	0.020547	-76.667786
	60.986320	-241.943680	0.020793	-75.852287
	59.195580	-246.960205	0.021163	-76.520691
	60.000481	-245.061554	0.021025	-76.242439
	24.356445	-202.415527	0.016990	-83.138649
	60.412319	-242.728058	0.020844	-76.023689
	64.763832	-243.413666	0.020990	-75.100777
	63.492954	-241.889801	0.020840	-75.292389
	69.769966	-242.250381	0.021008	-73.933189
	66.545982	-240.463440	0.020792	-74.531082
	70.978592	-236.392929	0.020568	-73.287254
	66.354149	-237.528366	0.020552	-74.392159
	77.713631	-239.276291	0.020965	-72.006920
	83.317894	-237.744720	0.020993	-70.686935
	76.883202	-240.418701	0.021034	-72.266312
	77.897636	-238.824951	0.020934	-71.935204
	78.755814	-234.974014	0.020652	-71.470482
	85.057831	-236.611816	0.020953	-70.227371
	81.119469	-233.690582	0.020614	-70.856918
	87.016281	-230.390198	0.020523	-69.308907
	86.789993	-229.184250	0.020422	-69.258781
	89.250038	-232.880402	0.020783	-69.030968
	86.763588	-232.718704	0.020697	-69.553238
	91.182289	-227.187866	0.020400	-68.131851
	93.377304	-228.674637	0.020584	-67.787781
	100.898766	-228.004822	0.020778	-66.129219
	92.667648	-234.060608	0.020978	-68.400742
	93.037231	-224.373734	0.020242	-67.478516
	97.831741	-224.597595	0.020415	-66.462692
	100.319443	-221.491699	0.020263	-65.632965
	101.157684	-225.932449	0.020629	-65.880302
	102.125977	-226.366470	0.020695	-65.717331
	104.169281	-217.772430	0.020117	-64.436340
	101.792229	-223.577637	0.020472	-65.520790
	107.024895	-218.492340	0.020275	-63.902836
	110.586594	-215.385086	0.020176	-62.822372
	113.473663	-213.614670	0.020157	-62.022434
	109.722702	-212.754379	0.019948	-62.718719
	108.748337	-210.626770	0.019754	-62.692318
	113.066635	-204.758499	0.019492	-61.092735
	123.227821	-193.995209	0.019152	-57.575851
	129.158051	-115.680862	0.014449	-41.849327
	118.272530	-261.632904	0.023927	-65.674400
	117.352615	-227.760193	0.021351	-62.740376
	120.774300	-216.648209	0.020670	-60.861759
	115.142143	-226.076294	0.021142	-63.009956
	119.336388	-218.789719	0.020768	-61.390240
	119.637711	-216.461548	0.020610	-61.070690
	130.654480	-215.195282	0.020979	-58.736233
	124.966278	-209.887238	0.020356	-59.230549
	125.122269	-213.560852	0.020626	-59.634567
	129.418915	-207.213257	0.020359	-58.012390
	127.194946	-206.344345	0.020200	-58.349461
	131.652008	-206.113861	0.020381	-57.432228
	129.652908	-204.795212	0.020199	-57.662693
	130.581024	-205.695786	0.020304	-57.591560
	127.068756	-205.852203	0.020159	-58.313740
	131.365295	-205.790421	0.020345	-57.448074
	142.775848	-198.914703	0.020404	-54.330189
	139.592453	-190.499039	0.019681	-53.767067
	144.834808	-195.311188	0.020263	-53.440876
	140.224899	-196.507980	0.020117	-54.488964
	139.286453	-194.460022	0.019933	-54.386997
	144.643799	-196.542313	0.020336	-53.649078
	145.813080	-189.573776	0.019930	-52.433857
	153.161224	-192.627899	0.020508	-51.511284
	159.985962	-184.367828	0.020342	-49.050053
	177.795197	-44.350822	0.015270	-14.006524
	2512.482178	23007.902344	1.928723	83.767944
	144.465546	-77.199997	0.013650	-28.119310
	133.160538	-197.864746	0.019875	-56.059933
	142.135483	-193.078659	0.019979	-53.641235
	144.683746	-193.968002	0.020165	-53.280170
	144.486053	-189.673264	0.019870	-52.701199
	150.470764	-190.466049	0.020228	-51.690788
	150.785614	-184.791946	0.019875	-50.786411
	154.096313	-190.088486	0.020392	-50.969849
	149.859985	-176.431183	0.019291	-49.655552
	153.044968	-182.715378	0.019862	-50.049988
	158.902512	-177.932892	0.019880	-48.233635
	161.072052	-180.293060	0.020147	-48.222710
	158.837921	-171.975281	0.019509	-47.274155
	156.266907	-170.805069	0.019292	-47.545090
	154.272964	-172.502655	0.019285	-48.193027
	158.641479	-170.278763	0.019394	-47.026299
	158.850082	-163.228806	0.018980	-45.778900
	148.674713	-158.218399	0.018093	-46.781197
	115.114365	-126.998795	0.014284	-47.810181
	203.840485	-194.279770	0.023466	-43.624329
	179.573654	-179.324203	0.021148	-44.960178
	174.650330	-174.243347	0.020559	-44.933167
	179.332718	-169.817368	0.020582	-43.438911
	175.847427	-170.307465	0.020400	-44.083099
	175.571945	-165.334473	0.020097	-43.279919
	170.509628	-162.093048	0.019605	-43.550426
	178.891724	-164.412628	0.020247	-42.584942
	180.152924	-161.959747	0.020188	-41.955940
	174.503311	-159.212357	0.019685	-42.376526
	182.424042	-161.624084	0.020310	-41.540306
	180.364853	-156.776199	0.019915	-40.997726
	181.398590	-156.012390	0.019938	-40.697277
	182.393494	-151.506592	0.019759	-39.714985
	183.209778	-154.892609	0.019993	-40.212467
	182.440811	-156.441956	0.020028	-40.612900
	178.756744	-152.918411	0.019603	-40.545513
	181.126434	-149.898773	0.019592	-39.610882
	183.667404	-148.400635	0.019677	-38.937714
	185.633011	-145.640518	0.019662	-38.116367
	186.023926	-148.420715	0.019832	-38.584904
	190.420883	-149.651031	0.020182	-38.163670
	191.443695	-149.834549	0.020259	-38.048725
	191.443329	-140.038223	0.019766	-36.184971
	188.471344	-140.145370	0.019572	-36.634117
	190.491043	-140.620270	0.019731	-36.434704
	193.359467	-140.019699	0.019894	-35.909874
	192.715546	-141.167450	0.019907	-36.223415
	190.619064	-139.621277	0.019690	-36.221371
	193.058685	-138.803986	0.019815	-35.715118
	194.358704	-130.758911	0.019521	-33.931526
	193.853409	-135.570175	0.019713	-34.966778
	202.775482	-131.871307	0.020157	-33.037224
	194.520218	-133.143799	0.019644	-34.390579
	203.298477	-130.943237	0.020152	-32.785324
	195.983231	-129.158127	0.019560	-33.385937
	199.456802	-129.578766	0.019821	-33.010101
	199.883514	-124.956848	0.019644	-32.011494
	201.643372	-130.500900	0.020016	-32.910408
	205.102341	-128.898849	0.020187	-32.147766
	203.206543	-129.307587	0.020072	-32.470055
	205.310135	-121.924690	0.019899	-30.704222
	205.409225	-128.416656	0.020187	-32.012581
	208.502869	-135.872437	0.020739	-33.090572
	159.702148	-151.717285	0.018357	-43.531246
	231.450012	-218.875214	0.026546	-43.400497
	173.173599	-6.126389	0.014440	-2.026117
	200.756165	-74.286377	0.017838	-20.306129
	199.633545	-84.856712	0.018077	-23.028519
	203.758255	-84.552872	0.018384	-22.536819
	205.957443	-94.068184	0.018869	-24.547888
	203.047897	-98.117126	0.018793	-25.790838
	206.327850	-93.154510	0.018865	-24.298595
	209.720123	-92.285728	0.019094	-23.751526
	208.921753	-90.656868	0.018979	-23.457342
	207.350281	-90.006104	0.018837	-23.464582
	207.950989	-88.873932	0.018846	-23.140858
	210.265839	-90.353363	0.019071	-23.253689
	213.088989	-86.937378	0.019178	-22.194786
	212.479218	-85.373032	0.019082	-21.890001
	213.192459	-87.927597	0.019218	-22.412865
	210.788315	-85.637344	0.018960	-22.110519
	213.133530	-86.634262	0.019172	-22.120701
	212.234451	-84.191490	0.019027	-21.637779
	214.818420	-82.901443	0.019188	-21.102303
	213.861847	-80.970154	0.019056	-20.737148
	214.550095	-78.597717	0.019041	-20.119669
	213.292023	-79.478081	0.018968	-20.436684
	210.971283	-70.205276	0.018529	-18.405983
	217.007416	-79.007355	0.019245	-20.005390
	218.342712	-73.638168	0.019202	-18.637171
	218.986099	-75.265671	0.019297	-18.967882
	217.700256	-67.816345	0.019002	-17.302462
	219.953506	-70.857170	0.019257	-17.856144
	218.246353	-65.372688	0.018986	-16.674864
	221.764679	-64.572685	0.019248	-16.234324
	214.316055	-63.719601	0.018632	-16.558060
	220.882523	-65.584999	0.019201	-16.537342
	223.014099	-62.057087	0.019291	-15.550039
	224.216873	-61.973854	0.019385	-15.450871
	223.319870	-60.455902	0.019280	-15.147718
	225.184509	-56.297417	0.019343	-14.036552
	223.042526	-59.723534	0.019242	-14.990285
	218.979828	-61.269207	0.018949	-15.631292
	221.614426	-49.939106	0.018931	-12.699050
	227.853241	-53.349152	0.019501	-13.177751
	226.023056	-52.024601	0.019328	-12.962226
	222.638474	-47.081356	0.018964	-11.940422
	199.426361	-34.149391	0.016861	-9.716976
	247.459686	-55.044376	0.021126	-12.540575
	241.531738	-46.026741	0.020490	-10.789035
	265.819214	-45.392109	0.022472	-9.690535
	169.351135	-46.680786	0.014639	-15.410601
	208.568787	-42.956985	0.017746	-11.637944
	215.389404	-39.933304	0.018255	-10.503405
	214.558640	-43.124859	0.018237	-11.364648
	219.111893	-37.454704	0.018524	-9.700311
	224.450531	-32.924210	0.018904	-8.345091
	225.510971	-33.191093	0.018995	-8.372778
	221.061905	-32.735413	0.018623	-8.423291
	223.187637	-26.039974	0.018725	-6.654784
	225.403641	-30.970009	0.018960	-7.823341
	223.073624	-23.493475	0.018692	-6.012065
	226.672623	-26.745033	0.019020	-6.729200
	225.980576	-25.140463	0.018948	-6.348083
	222.825134	-21.817665	0.018658	-5.592224
	230.774384	-6.335613	0.019238	-1.572587
	160.813217	100.013031	0.015781	31.878326
	-11656.474609	18244.988281	1.804225	122.573944
	152.156509	61.385506	0.013673	21.970951
	214.886948	-36.802509	0.018168	-9.718447
	222.301666	-23.857727	0.018632	-6.125617
	224.600540	-26.132915	0.018843	-6.636686
	220.743774	-21.565643	0.018483	-5.579825
	222.360519	-18.548296	0.018594	-4.768312
	224.802231	-12.619804	0.018763	-3.213062
	226.909836	-11.920645	0.018935	-3.007253
	228.767868	-9.658356	0.019081	-2.417536
	223.160629	-13.734787	0.018632	-3.521920
	223.777023	-3.703300	0.018651	-0.948105
	223.759094	-7.383615	0.018657	-1.889964
	223.088699	-3.070267	0.018592	-0.788486
	226.267639	-7.985594	0.018867	-2.021283
	221.481903	0.831011	0.018457	0.214976
	226.117676	2.869158	0.018845	0.726975
	225.860947	0.349897	0.018822	0.088761
	224.734619	-0.070473	0.018728	-0.017967
	223.384583	7.321253	0.018625	1.877152
	222.498535	8.474790	0.018555	2.181296
	222.844589	9.760490	0.018588	2.507926
	220.941406	11.240075	0.018436	2.912329
	220.064713	13.179093	0.018372	3.427199
	220.613480	16.524538	0.018436	4.283608
	221.657776	17.429419	0.018528	4.496037
	220.483276	20.925877	0.018456	5.421653
	215.966339	32.076572	0.018195	8.448141
	209.565628	32.728065	0.017675	8.876239
	193.307434	53.821239	0.016722	15.558427
	307.382141	-99.867874	0.026933	-17.998880
	239.366074	-8.080580	0.019959	-1.933471
	241.285797	2.891951	0.020109	0.686690
	236.509232	12.045496	0.019735	2.915575
	228.502869	15.952820	0.019088	3.993598
	229.740295	19.608616	0.019215	4.878442
	223.301620	17.106739	0.018663	4.380771
	226.113190	17.299500	0.018898	4.375071
	225.035645	20.408360	0.018830	5.181948
	226.340515	29.246328	0.019019	7.362613
	225.300644	31.537497	0.018958	7.968465
	227.358597	29.061649	0.019101	7.284217
	221.786804	31.116348	0.018663	7.986382
	220.751053	30.766953	0.018574	7.934429
	224.034302	33.579273	0.018878	8.524295
	227.062195	36.974983	0.019171	9.248908
	222.101074	33.233635	0.018714	8.510196
	222.711197	34.342079	0.018779	8.765970
	226.659210	42.593086	0.019219	10.642727
	221.194275	36.384918	0.018681	9.341106
	223.083069	41.844879	0.018914	10.623825
	220.507919	45.438705	0.018762	11.643608
	223.637024	42.785355	0.018974	10.830728
	220.116104	46.040371	0.018740	11.813896
	219.014175	48.458588	0.018693	12.476138
	218.912643	45.764618	0.018637	11.807871
	218.189865	48.122086	0.018619	12.437551
	216.307266	51.362862	0.018527	13.357682
	218.603714	51.877396	0.018723	13.350050
	216.718323	53.917351	0.018610	13.970975
	221.312302	61.627766	0.019144	15.560667
	216.322906	52.593582	0.018552	13.664930
	219.965164	59.370136	0.018986	15.104609
	219.715500	57.138916	0.018919	14.577364
	181.335449	20.072266	0.015204	6.316433
	215.033096	58.707611	0.018575	15.270550
	216.230286	59.788074	0.018695	15.456222
	217.368347	65.426704	0.018917	16.751514
	214.963638	64.105530	0.018693	16.605406
	218.677963	65.902580	0.019033	16.771135
	217.053909	66.518623	0.018918	17.038277
	215.782822	66.805016	0.018824	17.202198
	211.571732	73.086258	0.018653	19.057182
	210.263412	70.268021	0.018475	18.479136
	210.616776	64.258064	0.018350	16.966671
	209.817047	70.237228	0.018438	18.508209
	239.617935	116.175026	0.022191	25.865705
	220.542679	82.683487	0.019628	20.551487
	215.622772	86.537476	0.019362	21.867435
	215.202576	88.715607	0.019398	22.403530
	217.584778	90.114197	0.019626	22.497219
	209.626663	81.848450	0.018753	21.328093
	208.270752	79.535561	0.018578	20.901127
	210.884613	86.136353	0.018983	22.217684
	209.725006	83.052376	0.018798	21.603867
	208.276871	87.939514	0.018840	22.890644
	207.535599	87.557617	0.018771	22.874495
	205.384094	91.885452	0.018750	24.102955
	206.032791	92.408218	0.018817	24.156816
	204.139618	89.643448	0.018580	23.707630
	208.030869	93.441689	0.019004	24.188292
	208.946655	93.088142	0.019062	24.013523
	202.783524	92.307129	0.018567	24.475044
	196.987259	95.447868	0.018241	25.851965
	204.685760	99.440918	0.018964	25.911518
	205.988907	99.878700	0.019077	25.867548
	201.113754	101.569748	0.018776	26.795433
	201.774414	99.549477	0.018750	26.260359
	198.187271	108.724968	0.018838	28.749048
	198.749649	107.275490	0.018821	28.358038
